Drug,Experiment,Rank,Score,Source,Path
HEB4619,Exp1_NoDistinction,1,1.0000,Rule,HEB4619 -[includes]-> INT36031 -[treats]-> TS0994 -[is_affected_by]-> GEE16415 -[is_associated_with]-> DM06
HEB4619,Exp1_NoDistinction,2,1.0000,Rule,HEB4619 -[includes]-> INT36031 -[treats]-> TS0994 -[is_affected_by]-> GEE14365 -[is_associated_with]-> DM06
HEB4619,Exp1_NoDistinction,3,1.0000,Rule,HEB4619 -[includes]-> INT36031 -[treats]-> TS0994 -[is_affected_by]-> GEE13879 -[is_associated_with]-> DM06
HEB4619,Exp1_NoDistinction,4,1.0000,Rule,HEB4619 -[includes]-> INT36031 -[treats]-> TS0994 -[is_affected_by]-> GEE11820 -[is_associated_with]-> DM06
HEB4619,Exp1_NoDistinction,5,1.0000,Rule,HEB4619 -[includes]-> INT36031 -[treats]-> TS0994 -[is_affected_by]-> GEE11808 -[is_associated_with]-> DM06
HEB4619,Exp1_NoDistinction,6,1.0000,Rule,HEB4619 -[includes]-> INT36031 -[treats]-> TS0994 -[is_affected_by]-> GEE11652 -[is_associated_with]-> DM06
HEB4619,Exp1_NoDistinction,7,1.0000,Rule,HEB4619 -[includes]-> INT36006 -[treats]-> TS2062 -[is_affected_by]-> GEE20355 -[is_associated_with]-> DM06
HEB4619,Exp1_NoDistinction,8,1.0000,Rule,HEB4619 -[includes]-> INT36006 -[treats]-> TS2046 -[is_affected_by]-> GEE20214 -[is_associated_with]-> DM06
HEB4619,Exp1_NoDistinction,9,1.0000,Rule,HEB4619 -[includes]-> INT36006 -[treats]-> TS2046 -[is_affected_by]-> GEE20213 -[is_associated_with]-> DM06
HEB4619,Exp1_NoDistinction,10,1.0000,Rule,HEB4619 -[includes]-> INT36006 -[treats]-> TS2046 -[is_affected_by]-> GEE20212 -[is_associated_with]-> DM06
HEB4619,Exp1_StrongDistinction,1,0.0100,DFS,HEB4619 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB4619,Exp1_StrongDistinction,2,0.0091,DFS,HEB4619 -[includes]-> INT06720 -[regulates]-> GEE14778 -[candidate_for]-> DM06
HEB4619,Exp1_StrongDistinction,3,0.0089,DFS,HEB4619 -[is_associated_with]-> GEE07476 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB4619,Exp1_StrongDistinction,4,0.0085,DFS,HEB4619 -[includes]-> INT09745 -[indirect_influence]-> ZH178 -[candidate_for]-> DM06
HEB4619,Exp1_StrongDistinction,5,0.0083,DFS,HEB4619 -[includes]-> INT10792 -[acts_on]-> GEE03602 -[candidate_for]-> DM06
HEB4619,Exp1_StrongDistinction,6,0.0081,DFS,HEB4619 -[includes]-> INT35934 -[acts_on]-> GEE14524 -[candidate_for]-> DM06
HEB4619,Exp1_StrongDistinction,7,0.0081,DFS,HEB4619 -[includes]-> INT10792 -[acts_on]-> GEE00335 -[candidate_for]-> DM06
HEB4619,Exp1_StrongDistinction,8,0.0079,DFS,HEB4619 -[includes]-> INT06294 -[regulates]-> GEE07843 -[candidate_for]-> DM06
HEB4619,Exp1_StrongDistinction,9,0.0077,DFS,HEB4619 -[is_associated_with]-> GEE02137 -[experiments]-> GEE01512 -[candidate_for]-> DM06
HEB4619,Exp1_StrongDistinction,10,0.0076,DFS,HEB4619 -[includes]-> INT06294 -[regulates]-> GEE11897 -[candidate_for]-> DM06
HEB4619,Exp2_NoDecay,1,0.2775,DFS,HEB4619 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB4619,Exp2_NoDecay,2,0.2517,DFS,HEB4619 -[includes]-> INT06720 -[regulates]-> GEE14778 -[candidate_for]-> DM06
HEB4619,Exp2_NoDecay,3,0.2469,DFS,HEB4619 -[is_associated_with]-> GEE07476 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB4619,Exp2_NoDecay,4,0.2362,DFS,HEB4619 -[includes]-> INT09745 -[indirect_influence]-> ZH178 -[candidate_for]-> DM06
HEB4619,Exp2_NoDecay,5,0.2296,DFS,HEB4619 -[includes]-> INT10792 -[acts_on]-> GEE03602 -[candidate_for]-> DM06
HEB4619,Exp2_NoDecay,6,0.2259,DFS,HEB4619 -[includes]-> INT35934 -[acts_on]-> GEE14524 -[candidate_for]-> DM06
HEB4619,Exp2_NoDecay,7,0.2245,DFS,HEB4619 -[includes]-> INT10792 -[acts_on]-> GEE00335 -[candidate_for]-> DM06
HEB4619,Exp2_NoDecay,8,0.2208,Rule,HEB4619 -[includes]-> INT36006 -[acts_on]-> GEE12701 -[textmining]-> GEE09698 -[is_associated_with]-> DM06
HEB4619,Exp2_NoDecay,9,0.2208,Rule,HEB4619 -[includes]-> INT36006 -[acts_on]-> GEE12701 -[database]-> GEE09698 -[is_associated_with]-> DM06
HEB4619,Exp2_NoDecay,10,0.2208,Rule,HEB4619 -[includes]-> INT36006 -[acts_on]-> GEE05285 -[interacts]-> GEE16564 -[is_associated_with]-> DM06
HEB4619,Exp2_StrongDecay,1,0.1387,DFS,HEB4619 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB4619,Exp2_StrongDecay,2,0.1259,DFS,HEB4619 -[includes]-> INT06720 -[regulates]-> GEE14778 -[candidate_for]-> DM06
HEB4619,Exp2_StrongDecay,3,0.1234,DFS,HEB4619 -[is_associated_with]-> GEE07476 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB4619,Exp2_StrongDecay,4,0.1181,DFS,HEB4619 -[includes]-> INT09745 -[indirect_influence]-> ZH178 -[candidate_for]-> DM06
HEB4619,Exp2_StrongDecay,5,0.1148,DFS,HEB4619 -[includes]-> INT10792 -[acts_on]-> GEE03602 -[candidate_for]-> DM06
HEB4619,Exp2_StrongDecay,6,0.1129,DFS,HEB4619 -[includes]-> INT35934 -[acts_on]-> GEE14524 -[candidate_for]-> DM06
HEB4619,Exp2_StrongDecay,7,0.1122,DFS,HEB4619 -[includes]-> INT10792 -[acts_on]-> GEE00335 -[candidate_for]-> DM06
HEB4619,Exp2_StrongDecay,8,0.1101,DFS,HEB4619 -[includes]-> INT06294 -[regulates]-> GEE07843 -[candidate_for]-> DM06
HEB4619,Exp2_StrongDecay,9,0.1068,DFS,HEB4619 -[is_associated_with]-> GEE02137 -[experiments]-> GEE01512 -[candidate_for]-> DM06
HEB4619,Exp2_StrongDecay,10,0.1062,DFS,HEB4619 -[includes]-> INT06294 -[regulates]-> GEE11897 -[candidate_for]-> DM06
HEB4619,Exp3_NoBonus,1,0.1387,DFS,HEB4619 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB4619,Exp3_NoBonus,2,0.1259,DFS,HEB4619 -[includes]-> INT06720 -[regulates]-> GEE14778 -[candidate_for]-> DM06
HEB4619,Exp3_NoBonus,3,0.1234,DFS,HEB4619 -[is_associated_with]-> GEE07476 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB4619,Exp3_NoBonus,4,0.1181,DFS,HEB4619 -[includes]-> INT09745 -[indirect_influence]-> ZH178 -[candidate_for]-> DM06
HEB4619,Exp3_NoBonus,5,0.1148,DFS,HEB4619 -[includes]-> INT10792 -[acts_on]-> GEE03602 -[candidate_for]-> DM06
HEB4619,Exp3_NoBonus,6,0.1129,DFS,HEB4619 -[includes]-> INT35934 -[acts_on]-> GEE14524 -[candidate_for]-> DM06
HEB4619,Exp3_NoBonus,7,0.1122,DFS,HEB4619 -[includes]-> INT10792 -[acts_on]-> GEE00335 -[candidate_for]-> DM06
HEB4619,Exp3_NoBonus,8,0.1101,DFS,HEB4619 -[includes]-> INT06294 -[regulates]-> GEE07843 -[candidate_for]-> DM06
HEB4619,Exp3_NoBonus,9,0.1068,DFS,HEB4619 -[is_associated_with]-> GEE02137 -[experiments]-> GEE01512 -[candidate_for]-> DM06
HEB4619,Exp3_NoBonus,10,0.1062,DFS,HEB4619 -[includes]-> INT06294 -[regulates]-> GEE11897 -[candidate_for]-> DM06
HEB4619,Exp3_HighBonus,1,0.6937,DFS,HEB4619 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB4619,Exp3_HighBonus,2,0.6294,DFS,HEB4619 -[includes]-> INT06720 -[regulates]-> GEE14778 -[candidate_for]-> DM06
HEB4619,Exp3_HighBonus,3,0.6171,DFS,HEB4619 -[is_associated_with]-> GEE07476 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB4619,Exp3_HighBonus,4,0.5904,DFS,HEB4619 -[includes]-> INT09745 -[indirect_influence]-> ZH178 -[candidate_for]-> DM06
HEB4619,Exp3_HighBonus,5,0.5740,DFS,HEB4619 -[includes]-> INT10792 -[acts_on]-> GEE03602 -[candidate_for]-> DM06
HEB4619,Exp3_HighBonus,6,0.5647,DFS,HEB4619 -[includes]-> INT35934 -[acts_on]-> GEE14524 -[candidate_for]-> DM06
HEB4619,Exp3_HighBonus,7,0.5611,DFS,HEB4619 -[includes]-> INT10792 -[acts_on]-> GEE00335 -[candidate_for]-> DM06
HEB4619,Exp3_HighBonus,8,0.5507,DFS,HEB4619 -[includes]-> INT06294 -[regulates]-> GEE07843 -[candidate_for]-> DM06
HEB4619,Exp3_HighBonus,9,0.5342,DFS,HEB4619 -[is_associated_with]-> GEE02137 -[experiments]-> GEE01512 -[candidate_for]-> DM06
HEB4619,Exp3_HighBonus,10,0.5310,DFS,HEB4619 -[includes]-> INT06294 -[regulates]-> GEE11897 -[candidate_for]-> DM06
HEB4619,Exp4_NoISI,1,0.2904,DFS,HEB4619 -[includes]-> INT35934 -[acts_on]-> GEE14524 -[candidate_for]-> DM06
HEB4619,Exp4_NoISI,2,0.2769,DFS,HEB4619 -[includes]-> INT06720 -[regulates]-> GEE14778 -[candidate_for]-> DM06
HEB4619,Exp4_NoISI,3,0.2619,DFS,HEB4619 -[includes]-> INT36079 -[acts_on]-> GEE10627 -[candidate_for]-> DM06
HEB4619,Exp4_NoISI,4,0.2497,DFS,HEB4619 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB4619,Exp4_NoISI,5,0.2445,DFS,HEB4619 -[includes]-> INT10792 -[acts_on]-> GEE03602 -[candidate_for]-> DM06
HEB4619,Exp4_NoISI,6,0.2390,DFS,HEB4619 -[includes]-> INT10792 -[acts_on]-> GEE00335 -[candidate_for]-> DM06
HEB4619,Exp4_NoISI,7,0.2351,DFS,HEB4619 -[includes]-> INT09745 -[indirect_influence]-> ZH178 -[candidate_for]-> DM06
HEB4619,Exp4_NoISI,8,0.2341,DFS,HEB4619 -[includes]-> INT06294 -[regulates]-> GEE07843 -[candidate_for]-> DM06
HEB4619,Exp4_NoISI,9,0.2257,DFS,HEB4619 -[includes]-> INT06294 -[regulates]-> GEE11897 -[candidate_for]-> DM06
HEB4619,Exp4_NoISI,10,0.2245,DFS,HEB4619 -[includes]-> INT10792 -[acts_on]-> GEE00088 -[candidate_for]-> DM06
DCP11343,Baseline,1,0.4703,DFS,DCP11343 -[downregulates]-> GEE16008 -[experiments_transferred]-> GEE13652 -[candidate_for]-> DM06
DCP11343,Baseline,2,0.4703,DFS,DCP11343 -[downregulates]-> GEE03368 -[experiments_transferred]-> GEE13652 -[candidate_for]-> DM06
DCP11343,Baseline,3,0.4573,DFS,DCP11343 -[downregulates]-> GEE04036 -[experiments_transferred]-> GEE00969 -[candidate_for]-> DM06
DCP11343,Baseline,4,0.4425,DFS,DCP11343 -[downregulates]-> GEE12062 -[experiments]-> GEE04889 -[candidate_for]-> DM06
DCP11343,Baseline,5,0.4315,DFS,DCP11343 -[downregulates]-> GEE02572 -[coexpression]-> GEE09898 -[candidate_for]-> DM06
DCP11343,Baseline,6,0.4313,DFS,DCP11343 -[downregulates]-> GEE04538 -[experiments_transferred]-> GEE14418 -[candidate_for]-> DM06
DCP11343,Baseline,7,0.4313,DFS,DCP11343 -[downregulates]-> GEE03510 -[experiments_transferred]-> GEE14418 -[candidate_for]-> DM06
DCP11343,Baseline,8,0.4291,DFS,DCP11343 -[downregulates]-> GEE04876 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Baseline,9,0.4291,DFS,DCP11343 -[downregulates]-> GEE03523 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Baseline,10,0.4291,DFS,DCP11343 -[downregulates]-> GEE03368 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp1_NoDistinction,1,1.0000,Rule,DCP11343 -[expresses]-> GEE12626 -[experiments_transferred]-> GEE07619 -[experiments_transferred]-> GEE15420 -[is_associated_with]-> DM06
DCP11343,Exp1_NoDistinction,2,1.0000,Rule,DCP11343 -[expresses]-> GEE12626 -[experiments_transferred]-> GEE07619 -[experiments]-> GEE15420 -[is_associated_with]-> DM06
DCP11343,Exp1_NoDistinction,3,1.0000,Rule,DCP11343 -[expresses]-> GEE12626 -[experiments_transferred]-> GEE04853 -[experiments]-> GEE15420 -[is_associated_with]-> DM06
DCP11343,Exp1_NoDistinction,4,1.0000,Rule,DCP11343 -[expresses]-> GEE12626 -[experiments_transferred]-> GEE03875 -[experiments]-> GEE15420 -[is_associated_with]-> DM06
DCP11343,Exp1_NoDistinction,5,1.0000,Rule,DCP11343 -[expresses]-> GEE12626 -[experiments_transferred]-> GEE03064 -[experiments]-> GEE15420 -[is_associated_with]-> DM06
DCP11343,Exp1_NoDistinction,6,1.0000,Rule,DCP11343 -[expresses]-> GEE12626 -[experiments_transferred]-> GEE02738 -[experiments]-> GEE15420 -[is_associated_with]-> DM06
DCP11343,Exp1_NoDistinction,7,1.0000,Rule,DCP11343 -[expresses]-> GEE12626 -[experiments_transferred]-> GEE01605 -[experiments]-> GEE15420 -[is_associated_with]-> DM06
DCP11343,Exp1_NoDistinction,8,1.0000,Rule,DCP11343 -[expresses]-> GEE12626 -[experiments_transferred]-> GEE00911 -[experiments]-> GEE15420 -[is_associated_with]-> DM06
DCP11343,Exp1_NoDistinction,9,1.0000,Rule,DCP11343 -[expresses]-> GEE12626 -[experiments_transferred]-> GEE00393 -[experiments_transferred]-> GEE15420 -[is_associated_with]-> DM06
DCP11343,Exp1_NoDistinction,10,1.0000,Rule,DCP11343 -[expresses]-> GEE12626 -[experiments_transferred]-> GEE00393 -[experiments]-> GEE15420 -[is_associated_with]-> DM06
DCP11343,Exp1_StrongDistinction,1,0.0188,DFS,DCP11343 -[downregulates]-> GEE16008 -[experiments_transferred]-> GEE13652 -[candidate_for]-> DM06
DCP11343,Exp1_StrongDistinction,2,0.0188,DFS,DCP11343 -[downregulates]-> GEE03368 -[experiments_transferred]-> GEE13652 -[candidate_for]-> DM06
DCP11343,Exp1_StrongDistinction,3,0.0183,DFS,DCP11343 -[downregulates]-> GEE04036 -[experiments_transferred]-> GEE00969 -[candidate_for]-> DM06
DCP11343,Exp1_StrongDistinction,4,0.0177,DFS,DCP11343 -[downregulates]-> GEE12062 -[experiments]-> GEE04889 -[candidate_for]-> DM06
DCP11343,Exp1_StrongDistinction,5,0.0173,DFS,DCP11343 -[downregulates]-> GEE02572 -[coexpression]-> GEE09898 -[candidate_for]-> DM06
DCP11343,Exp1_StrongDistinction,6,0.0173,DFS,DCP11343 -[downregulates]-> GEE04538 -[experiments_transferred]-> GEE14418 -[candidate_for]-> DM06
DCP11343,Exp1_StrongDistinction,7,0.0173,DFS,DCP11343 -[downregulates]-> GEE03510 -[experiments_transferred]-> GEE14418 -[candidate_for]-> DM06
DCP11343,Exp1_StrongDistinction,8,0.0172,DFS,DCP11343 -[downregulates]-> GEE04876 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp1_StrongDistinction,9,0.0172,DFS,DCP11343 -[downregulates]-> GEE03523 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp1_StrongDistinction,10,0.0172,DFS,DCP11343 -[downregulates]-> GEE03368 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp2_NoDecay,1,0.5226,DFS,DCP11343 -[downregulates]-> GEE16008 -[experiments_transferred]-> GEE13652 -[candidate_for]-> DM06
DCP11343,Exp2_NoDecay,2,0.5226,DFS,DCP11343 -[downregulates]-> GEE03368 -[experiments_transferred]-> GEE13652 -[candidate_for]-> DM06
DCP11343,Exp2_NoDecay,3,0.5081,DFS,DCP11343 -[downregulates]-> GEE04036 -[experiments_transferred]-> GEE00969 -[candidate_for]-> DM06
DCP11343,Exp2_NoDecay,4,0.4916,DFS,DCP11343 -[downregulates]-> GEE12062 -[experiments]-> GEE04889 -[candidate_for]-> DM06
DCP11343,Exp2_NoDecay,5,0.4795,DFS,DCP11343 -[downregulates]-> GEE02572 -[coexpression]-> GEE09898 -[candidate_for]-> DM06
DCP11343,Exp2_NoDecay,6,0.4792,DFS,DCP11343 -[downregulates]-> GEE04538 -[experiments_transferred]-> GEE14418 -[candidate_for]-> DM06
DCP11343,Exp2_NoDecay,7,0.4792,DFS,DCP11343 -[downregulates]-> GEE03510 -[experiments_transferred]-> GEE14418 -[candidate_for]-> DM06
DCP11343,Exp2_NoDecay,8,0.4767,DFS,DCP11343 -[downregulates]-> GEE04876 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp2_NoDecay,9,0.4767,DFS,DCP11343 -[downregulates]-> GEE03523 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp2_NoDecay,10,0.4767,DFS,DCP11343 -[downregulates]-> GEE03368 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp2_StrongDecay,1,0.2613,DFS,DCP11343 -[downregulates]-> GEE16008 -[experiments_transferred]-> GEE13652 -[candidate_for]-> DM06
DCP11343,Exp2_StrongDecay,2,0.2613,DFS,DCP11343 -[downregulates]-> GEE03368 -[experiments_transferred]-> GEE13652 -[candidate_for]-> DM06
DCP11343,Exp2_StrongDecay,3,0.2541,DFS,DCP11343 -[downregulates]-> GEE04036 -[experiments_transferred]-> GEE00969 -[candidate_for]-> DM06
DCP11343,Exp2_StrongDecay,4,0.2458,DFS,DCP11343 -[downregulates]-> GEE12062 -[experiments]-> GEE04889 -[candidate_for]-> DM06
DCP11343,Exp2_StrongDecay,5,0.2397,DFS,DCP11343 -[downregulates]-> GEE02572 -[coexpression]-> GEE09898 -[candidate_for]-> DM06
DCP11343,Exp2_StrongDecay,6,0.2396,DFS,DCP11343 -[downregulates]-> GEE04538 -[experiments_transferred]-> GEE14418 -[candidate_for]-> DM06
DCP11343,Exp2_StrongDecay,7,0.2396,DFS,DCP11343 -[downregulates]-> GEE03510 -[experiments_transferred]-> GEE14418 -[candidate_for]-> DM06
DCP11343,Exp2_StrongDecay,8,0.2384,DFS,DCP11343 -[downregulates]-> GEE04876 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp2_StrongDecay,9,0.2384,DFS,DCP11343 -[downregulates]-> GEE03523 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp2_StrongDecay,10,0.2384,DFS,DCP11343 -[downregulates]-> GEE03368 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp3_NoBonus,1,0.4315,DFS,DCP11343 -[downregulates]-> GEE02572 -[coexpression]-> GEE09898 -[candidate_for]-> DM06
DCP11343,Exp3_NoBonus,2,0.2613,DFS,DCP11343 -[downregulates]-> GEE16008 -[experiments_transferred]-> GEE13652 -[candidate_for]-> DM06
DCP11343,Exp3_NoBonus,3,0.2613,DFS,DCP11343 -[downregulates]-> GEE03368 -[experiments_transferred]-> GEE13652 -[candidate_for]-> DM06
DCP11343,Exp3_NoBonus,4,0.2541,DFS,DCP11343 -[downregulates]-> GEE04036 -[experiments_transferred]-> GEE00969 -[candidate_for]-> DM06
DCP11343,Exp3_NoBonus,5,0.2458,DFS,DCP11343 -[downregulates]-> GEE12062 -[experiments]-> GEE04889 -[candidate_for]-> DM06
DCP11343,Exp3_NoBonus,6,0.2396,DFS,DCP11343 -[downregulates]-> GEE04538 -[experiments_transferred]-> GEE14418 -[candidate_for]-> DM06
DCP11343,Exp3_NoBonus,7,0.2396,DFS,DCP11343 -[downregulates]-> GEE03510 -[experiments_transferred]-> GEE14418 -[candidate_for]-> DM06
DCP11343,Exp3_NoBonus,8,0.2384,DFS,DCP11343 -[downregulates]-> GEE04876 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp3_NoBonus,9,0.2384,DFS,DCP11343 -[downregulates]-> GEE03523 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp3_NoBonus,10,0.2384,DFS,DCP11343 -[downregulates]-> GEE03368 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp3_HighBonus,1,1.0000,DFS,DCP11343 -[downregulates]-> GEE16008 -[experiments_transferred]-> GEE13652 -[candidate_for]-> DM06
DCP11343,Exp3_HighBonus,2,1.0000,DFS,DCP11343 -[downregulates]-> GEE12062 -[experiments]-> GEE04889 -[candidate_for]-> DM06
DCP11343,Exp3_HighBonus,3,1.0000,DFS,DCP11343 -[downregulates]-> GEE09435 -[experiments]-> GEE11482 -[candidate_for]-> DM06
DCP11343,Exp3_HighBonus,4,1.0000,DFS,DCP11343 -[downregulates]-> GEE07007 -[experiments]-> GEE11482 -[candidate_for]-> DM06
DCP11343,Exp3_HighBonus,5,1.0000,DFS,DCP11343 -[downregulates]-> GEE06394 -[experiments_transferred]-> GEE02853 -[candidate_for]-> DM06
DCP11343,Exp3_HighBonus,6,1.0000,DFS,DCP11343 -[downregulates]-> GEE06357 -[experiments]-> GEE11482 -[candidate_for]-> DM06
DCP11343,Exp3_HighBonus,7,1.0000,DFS,DCP11343 -[downregulates]-> GEE04876 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp3_HighBonus,8,1.0000,DFS,DCP11343 -[downregulates]-> GEE04538 -[experiments_transferred]-> GEE14418 -[candidate_for]-> DM06
DCP11343,Exp3_HighBonus,9,1.0000,DFS,DCP11343 -[downregulates]-> GEE04036 -[experiments_transferred]-> GEE00969 -[candidate_for]-> DM06
DCP11343,Exp3_HighBonus,10,1.0000,DFS,DCP11343 -[downregulates]-> GEE03523 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp4_NoISI,1,0.4703,DFS,DCP11343 -[downregulates]-> GEE16008 -[experiments_transferred]-> GEE13652 -[candidate_for]-> DM06
DCP11343,Exp4_NoISI,2,0.4703,DFS,DCP11343 -[downregulates]-> GEE03368 -[experiments_transferred]-> GEE13652 -[candidate_for]-> DM06
DCP11343,Exp4_NoISI,3,0.4573,DFS,DCP11343 -[downregulates]-> GEE04036 -[experiments_transferred]-> GEE00969 -[candidate_for]-> DM06
DCP11343,Exp4_NoISI,4,0.4425,DFS,DCP11343 -[downregulates]-> GEE12062 -[experiments]-> GEE04889 -[candidate_for]-> DM06
DCP11343,Exp4_NoISI,5,0.4315,DFS,DCP11343 -[downregulates]-> GEE02572 -[coexpression]-> GEE09898 -[candidate_for]-> DM06
DCP11343,Exp4_NoISI,6,0.4313,DFS,DCP11343 -[downregulates]-> GEE04538 -[experiments_transferred]-> GEE14418 -[candidate_for]-> DM06
DCP11343,Exp4_NoISI,7,0.4313,DFS,DCP11343 -[downregulates]-> GEE03510 -[experiments_transferred]-> GEE14418 -[candidate_for]-> DM06
DCP11343,Exp4_NoISI,8,0.4291,DFS,DCP11343 -[downregulates]-> GEE04876 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp4_NoISI,9,0.4291,DFS,DCP11343 -[downregulates]-> GEE03523 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
DCP11343,Exp4_NoISI,10,0.4291,DFS,DCP11343 -[downregulates]-> GEE03368 -[experiments_transferred]-> GEE03725 -[candidate_for]-> DM06
HEB1482,Baseline,1,0.3406,DFS,HEB1482 -[is_associated_with]-> GEE03969 -[experiments_transferred]-> GEE00736 -[candidate_for]-> DM06
HEB1482,Baseline,2,0.2266,DFS,HEB1482 -[includes]-> INT06720 -[regulates]-> GEE14778 -[candidate_for]-> DM06
HEB1482,Baseline,3,0.2222,DFS,HEB1482 -[is_associated_with]-> GEE14680 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB1482,Baseline,4,0.2222,DFS,HEB1482 -[is_associated_with]-> GEE13268 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB1482,Baseline,5,0.2222,DFS,HEB1482 -[is_associated_with]-> GEE12337 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB1482,Baseline,6,0.2222,DFS,HEB1482 -[is_associated_with]-> GEE12217 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB1482,Baseline,7,0.2222,DFS,HEB1482 -[is_associated_with]-> GEE09523 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB1482,Baseline,8,0.2222,DFS,HEB1482 -[is_associated_with]-> GEE08700 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB1482,Baseline,9,0.2222,DFS,HEB1482 -[is_associated_with]-> GEE07476 -[experiments_transferred]-> GEE08100 -[candidate_for]-> DM06
HEB1482,Baseline,10,0.2208,DFS,HEB1482 -[is_associated_with]-> GEE16679 -[experiments_transferred]-> GEE12135 -[candidate_for]-> DM06
HEB1482,Exp1_NoDistinction,1,1.0000,Rule,HEB1482 -[includes]-> INT16424 -[treats]-> TS2038 -[is_affected_by]-> GEE05667 -[is_associated_with]-> DM06
HEB1482,Exp1_NoDistinction,2,1.0000,Rule,HEB1482 -[includes]-> INT16424 -[treats]-> TS1001 -[is_affected_by]-> GEE05667 -[is_associated_with]-> DM06
HEB1482,Exp1_NoDistinction,3,1.0000,Rule,HEB1482 -[includes]-> INT16422 -[treats]-> TS2307 -[is_affected_by]-> GEE20214 -[is_associated_with]-> DM06
HEB1482,Exp1_NoDistinction,4,1.0000,Rule,HEB1482 -[includes]-> INT16422 -[treats]-> TS2307 -[is_affected_by]-> GEE20213 -[is_associated_with]-> DM06
HEB1482,Exp1_NoDistinction,5,1.0000,Rule,HEB1482 -[includes]-> INT16422 -[treats]-> TS2307 -[is_affected_by]-> GEE20212 -[is_associated_with]-> DM06
HEB1482,Exp1_NoDistinction,6,1.0000,Rule,HEB1482 -[includes]-> INT16422 -[treats]-> TS2307 -[is_affected_by]-> GEE20211 -[is_associated_with]-> DM06
HEB1482,Exp1_NoDistinction,7,1.0000,Rule,HEB1482 -[includes]-> INT16422 -[treats]-> TS2307 -[is_affected_by]-> GEE20210 -[is_associated_with]-> DM06
HEB1482,Exp1_NoDistinction,8,1.0000,Rule,HEB1482 -[includes]-> INT16422 -[treats]-> TS2307 -[is_affected_by]-> GEE20209 -[is_associated_with]-> DM06
HEB1482,Exp1_NoDistinction,9,1.0000,Rule,HEB1482 -[includes]-> INT16422 -[treats]-> TS2307 -[is_affected_by]-> GEE19700 -[is_associated_with]-> DM06
HEB1482,Exp1_NoDistinction,10,1.0000,Rule,HEB1482 -[includes]-> INT16422 -[treats]-> TS2307 -[is_affected_by]-> GEE16894 -[is_associated_with]-> DM06
HEB1482,Exp1_StrongDistinction,1,0.0136,DFS,HEB1482 -[is_associated_with]-> GEE03969 -[experiments_transferred]-> GEE00736 -[candidate_for]-> DM06
HEB1482,Exp1_StrongDistinction,2,0.0091,DFS,HEB1482 -[includes]-> INT06720 -[regulates]-> GEE14778 -[candidate_for]-> DM06
